id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
20,Who won the 2021 Tour de France?,['Tadej Pogačar'],0.0,Tadej Pogačar won the 2021 Tour de France.,1,0,0
21,Who won the 2019 Tour de France?,['Egan Bernal'],0.0,Egan Bernal won the 2019 Tour de France.,1,0,0
22,When was xenoblade chronicles 2 released?,"['December 1 2017', 'Dec 1, 2017', 'Dec. 1, 2017', 'December 1, 2017', '1 December 2017', '1 Dec, 2017', '1 Dec., 2017', '1 December, 2017']",0.0,"Xenoblade Chronicles 2 was released on December 1, 2017 in Japan, North America, and Europe.",1,0,0
23,When was xenoblade chronicles X released in Japan?,"['April 29 2015', 'Apr 29, 2015', 'Apr. 29, 2015', 'April 29, 2015', '29 April 2015', '29 Apr, 2015', '29 Apr., 2015', '29 April, 2015']",0.0,"Xenoblade Chronicles X was released in Japan on April 29, 2015.",1,0,0
24,When was xenoblade chronicles Definite Edition released?,"['May 29 2020', 'May 29, 2020', 'May. 29, 2020', 'May 29, 2020', '29 May 2020', '29 May, 2020', '29 May., 2020', '29 May, 2020']",0.0,"Xenoblade Chronicles Definitive Edition was released on May 29, 2020.",1,0,0
25,When was GPT-3 released?,"['June 2020', 'Jun 2020', 'Jun. 2020', 'June, 2020', 'Jun, 2020', 'Jun., 2020']",0.0,GPT-3 was released in June 2020.,1,0,0
26,When was OpenAI founded?,"['December 2015', 'Dec 2015', 'Dec. 2015', 'December, 2015', 'Dec, 2015', 'Dec., 2015']",0.0,OpenAI Inc was founded in December 2015.,1,0,0
27,Who is the Heisman Trophy winner in 2012?,['Johnny Manziel'],0.0,The Heisman Trophy winner in 2012 was Johnny Manziel from Texas A&M.,1,0,0
28,Who is the Walter Camp Award winner in 2017?,['Baker Mayfield'],0.0,The Walter Camp Award winner in 2017 was Baker Mayfield.,1,0,0
29,Who is the Maxwell Award winner in 2019?,['Joe Burrow'],0.0,The Maxwell Award winner in 2019 is Joe Burrow from Louisiana State University.,1,0,0
30,Who is the director of the Avatar movie?,['James Cameron'],0.0,"The director of the Avatar movie is James Cameron. This information can be inferred from both Document 1, Document 3, and Document 5, which explicitly state that James Cameron wrote a treatment for Avatar in 1994 and is currently a sought-after director in Hollywood.",1,0,0
31,Who is the director of the Silent Hill movie?,['Christophe Gans'],0.0,The director of the Silent Hill movie is Christophe Gans.,1,0,0
32,Who is the director of the Assassin's Creed movie?,['Justin Kurzel'],0.0,The director of the Assassin's Creed movie is Justin Kurzel.,1,0,0
33,What is the premiere date of Grey's Anatomy Season 17?,"['November 12 2020', 'Nov 12, 2020', 'Nov. 12, 2020', 'November 12, 2020', '12 November 2020', '12 Nov, 2020', '12 Nov., 2020', '12 November, 2020']",0.0,"The premiere date of Grey's Anatomy Season 17 is November 12, 2020.",1,0,0
34,What is the premiere date of The Walking Dead Season 11?,"['August 22 2021', 'Aug 22, 2021', 'Aug. 22, 2021', 'August 22, 2021', '22 August 2021', '22 Aug, 2021', '22 Aug., 2021', '22 August, 2021']",0.0,"The premiere date of The Walking Dead Season 11 is August 22, 2021.",1,0,0
35,Who won the World Cup Final in 2018?,['France'],0.0,"According to the documents, France won the World Cup Final in 2018. Doc 4 explicitly states ""France captured its second World Cup title after defeating Croatia 4-2 in the 2018 final at Luzhniki Stadium in Moscow.""",1,0,0
36,Who won the World Cup Final in 2014?,['Germany'],0.0,"According to the documents, Germany won the World Cup Final in 2014.",1,0,0
37,Who won the World Cup Final in 2010?,['Spain'],0.0,"Based on the information provided in the documents, Spain won the World Cup Final in 2010. This can be inferred from Doc 3, which states ""The win gave Spain their first World Cup title,"" and Doc 5, which mentions ""Spain reign! Late goal tops Dutch for World Cup,"" indicating Spain's victory over the Netherlands in the final.",1,0,0
38,When was Marvel's Spider-Man released?,"['September 7 2018', 'Sep 7, 2018', 'Sep. 7, 2018', 'September 7, 2018', '7 September 2018', '7 Sep, 2018', '7 Sep., 2018', '7 September, 2018']",0.0,"Marvel's Spider-Man was released for the PlayStation 4 on September 7, 2018.",1,0,0
39,When was Assassin's Creed Valhalla released?,"['November 10 2020', 'Nov 10, 2020', 'Nov. 10, 2020', 'November 10, 2020', '10 November 2020', '10 Nov, 2020', '10 Nov., 2020', '10 November, 2020']",0.0,"Assassin's Creed Valhalla was released on November 10, 2020.",1,0,0
40,When does the iPhone 11 release?,"['September 20 2019', 'Sep 20, 2019', 'Sep. 20, 2019', 'September 20, 2019', '20 September 2019', '20 Sep, 2019', '20 Sep., 2019', '20 September, 2019']",0.0,"The iPhone 11 was officially released on September 20, 2019.",1,0,0
41,What is women's year-end No 1 in tennis in 2020?,['Ashleigh Barty'],0.0,"According to the documents provided, Australia's Ashleigh Barty finished the year as the WTA Year-End World No.1 in 2020 for the second straight year.",1,0,0
42,What is men's year-end No 1 in tennis in 2019?,['Rafael Nadal'],0.0,"Based on the information provided in the documents, Rafael Nadal was the men's year-end No. 1 in tennis in 2019. The documents specify that this ranking period lasted from December 29, 2018, to November 24, 2019, which covers the entirety of 2019.",1,0,0
43,How much did Google acquire YouTube for?,['$1.65 billion'],0.0,Google acquired YouTube for $1.65 billion.,1,0,0
44,when was The Legend of Zelda: Breath of the Wild released?,"['March 3 2017', 'Mar 3, 2017', 'Mar. 3, 2017', 'March 3, 2017', '3 March 2017', '3 Mar, 2017', '3 Mar., 2017', '3 March, 2017']",0.0,"The Legend of Zelda: Breath of the Wild was released on March 3, 2017, simultaneously on the Wii U and Nintendo Switch.",1,0,0
45,when was The Legend of Zelda: Ocarina of Time released?,"['November 21 1998', 'Nov 21, 1998', 'Nov. 21, 1998', 'November 21, 1998', '21 November 1998', '21 Nov, 1998', '21 Nov., 1998', '21 November, 1998']",0.0,"The Legend of Zelda: Ocarina of Time was released in Japan on November 21, 1998, the United States on November 23, 1998, Europe on December 11, 1998, & Australia on December 18, 1998.",1,0,0
46,when was Xenoblade Chronicles 2 released?,"['December 1 2017', 'Dec 1, 2017', 'Dec. 1, 2017', 'December 1, 2017', '1 December 2017', '1 Dec, 2017', '1 Dec., 2017', '1 December, 2017']",0.0,"Xenoblade Chronicles 2 was released on December 1, 2017.",1,0,0
47,When did the Golden Globe Awards 2020 take place?,"['January 5 2020', 'Jan 5, 2020', 'Jan. 5, 2020', 'January 5, 2020', '5 January 2020', '5 Jan, 2020', '5 Jan., 2020', '5 January, 2020']",0.0,"The Golden Globe Awards 2020 took place on January 5, 2020.",1,0,0
48,Who was awarded the 2021 Nobel Prize in Literature?,['Abdulrazak Gurnah'],0.0,Abdulrazak Gurnah was awarded the 2021 Nobel Prize in Literature.,1,0,0
49,Who was awarded the 2019 Nobel Prize in Literature?,['Peter Handke'],0.0,The 2019 Nobel Prize in Literature was awarded to both Polish author Olga Tokarczuk and Austria's Peter Handke.,1,0,0
50,Who was awarded the 2018 Nobel Prize in Literature?,['Olga Tokarczuk'],0.0,The 2018 Nobel Prize in Literature was awarded to Olga Tokarczuk.,1,0,0
51,What is the release date of God of War (2018)?,"['April 20 2018', 'Apr 20, 2018', 'Apr. 20, 2018', 'April 20, 2018', '20 April 2018', '20 Apr, 2018', '20 Apr., 2018', '20 April, 2018']",0.0,"The release date of God of War (2018) is April 20, 2018.",1,0,0
52,What is the release date of The Last of Us Part II?,"['June 19 2020', 'Jun 19, 2020', 'Jun. 19, 2020', 'June 19, 2020', '19 June 2020', '19 Jun, 2020', '19 Jun., 2020', '19 June, 2020']",0.0,"The release date of The Last of Us Part II is June 19, 2020.",1,0,0
53,What is the release date of Cyberpunk 2077?,"['December 10 2020', 'Dec 10, 2020', 'Dec. 10, 2020', 'December 10, 2020', '10 December 2020', '10 Dec, 2020', '10 Dec., 2020', '10 December, 2020']",0.0,The release date of Cyberpunk 2077 is 10 December 2020.,1,0,0
54,When does season 4 of The Crown premiere?,"['November 15 2020', 'Nov 15, 2020', 'Nov. 15, 2020', 'November 15, 2020', '15 November 2020', '15 Nov, 2020', '15 Nov., 2020', '15 November, 2020']",0.0,"Season 4 of The Crown premiered on November 15, 2020.",1,0,0
55,When does season 3 of The Crown premiere?,"['November 17 2019', 'Nov 17, 2019', 'Nov. 17, 2019', 'November 17, 2019', '17 November 2019', '17 Nov, 2019', '17 Nov., 2019', '17 November, 2019']",0.0,"Season 3 of The Crown premieres on November 17, 2019.",1,0,0
56,Who directed Titanic?,['James Cameron'],0.0,"James Cameron directed Titanic. This information is consistently provided across multiple documents, including Doc 1, Doc 2, and Doc 5.",1,0,0
57,Who directed The Avengers?,['Joss Whedon'],0.0,Joss Whedon directed The Avengers. This information is consistent across multiple documents provided.,1,0,0
58,"Who is starring as Mulan in the movie ""Mulan""?",['Yifei Liu'],0.0,"According to the documents provided, Yifei Liu is starring as Mulan in the movie.",1,0,0
59,Who is the president of the NFL?,['Roger Goodell'],0.0,"I can not answer the question because of the insufficient information in documents. The documents only mention Roger Goodell as the eighth NFL Commissioner in 2006, but do not provide information about the current president of the NFL.",1,1,0
60,Who is the president of the FIFA?,['Gianni Infantino'],0.0,"The president of FIFA is Gianni Infantino. He was first elected in February 2016 and has been re-elected for four more years in March 2023, running unopposed.",1,0,0
61,Who is the CEO of Facebook in 2021?,['Mark Zuckerberg'],0.0,"In 2021, the CEO of Facebook was Mark Zuckerberg. This information can be inferred from Doc 1, Doc 2, and Doc 5, which all mention Mark Zuckerberg as the CEO or founder of Facebook/Meta.",1,0,0
62,Who is the CEO of Tesla in 2021?,['Elon Musk'],0.0,"According to the documents provided, Elon Musk is the CEO of Tesla in 2021.",1,0,0
63,What movie won the Oscar for Best Animated Film in 2021?,['Soul'],0.0,"According to the documents, the movie that won the Oscar for Best Animated Feature in 2021 was ""Soul"". This information is explicitly stated in multiple documents, including Doc 2 and Doc 4.",1,0,0
64,What movie won the Oscar for Best Animated Film in 2020?,['Toy Story 4'],0.0,I can not answer the question because of the insufficient information in documents. The provided documents do not specify which movie won the Oscar for Best Animated Film in 2020. They list several animated films from 2019 but do not indicate any Oscar winners.,0,1,0
65,Who will be playing the role of Billy Batson in Shazam!?,['Asher Angel'],0.0,"According to the documents, Asher Angel will be playing the role of Billy Batson in Shazam!. Initially, it was announced that Zachary Levi would star in the title role as the superhero, while Asher Angel was cast as Billy Batson, the young character who transforms into Shazam.",1,0,0
66,Who will be playing the role of Diana Prince in Wonder Woman 1984?,['Gal Gadot'],0.0,Gal Gadot will be playing the role of Diana Prince in Wonder Woman 1984.,1,0,0
67,Who was the runner-up of the 2018 World Cup?,['Croatia'],0.0,"The runner-up of the 2018 World Cup was Croatia. This information can be derived from Doc 5, which explicitly states ""Croatia. Runner-up.""",1,0,0
68,Who was the runner-up of the 2014 World Cup?,['Argentina'],0.0,The runner-up of the 2014 World Cup was Argentina.,1,0,0
69,Who was the runner-up of the 2010 World Cup?,['Netherlands'],0.0,The runner-up of the 2010 World Cup was the Netherlands.,1,0,0
70,When will the first season of The Blacklist premiere?,"['September 23 2013', 'Sep 23, 2013', 'Sep. 23, 2013', 'September 23, 2013', '23 September 2013', '23 Sep, 2013', '23 Sep., 2013', '23 September, 2013']",0.0,"The first season of The Blacklist premiered on NBC on September 23, 2013.",1,0,0
71,What is the release date for Animal Crossing: New Horizons on Nintendo Switch?,"['March 20 2020', 'Mar 20, 2020', 'Mar. 20, 2020', 'March 20, 2020', '20 March 2020', '20 Mar, 2020', '20 Mar., 2020', '20 March, 2020']",0.0,"The release date for Animal Crossing: New Horizons on Nintendo Switch is March 20, 2020.",1,0,0
72,What is the release date for Super Mario Odyssey on Nintendo Switch?,"['October 27 2017', 'Oct 27, 2017', 'Oct. 27, 2017', 'October 27, 2017', '27 October 2017', '27 Oct, 2017', '27 Oct., 2017', '27 October, 2017']",0.0,"The release date for Super Mario Odyssey on Nintendo Switch is October 27, 2017.",1,0,0
73,Which movie won Best Picture at the 90th Academy Awards Ceremony?,['The Shape of Water'],0.0,"The movie ""The Shape of Water"" won Best Picture at the 90th Academy Awards Ceremony.",1,0,0
74,Which actor won Best Actor at the 92nd Academy Awards Ceremony?,['Joaquin Phoenix'],0.0,Joaquin Phoenix won Best Actor at the 92nd Academy Awards Ceremony.,1,0,0
75,Which director won Best Director at the 93rd Academy Awards Ceremony?,['Chloé Zhao'],0.0,"Based on the information provided in the documents, Chloé Zhao won the Best Director award at the 93rd Academy Awards Ceremony.",1,0,0
76,Who is the CEO of Lego in 2021?,['Niels B. Christiansen'],0.0,The CEO of Lego in 2021 is Niels B. Christiansen.,1,0,0
77,Who is the CEO of Nintendo in 2021?,['Shuntaro Furukawa'],0.0,"Based on the information provided in the documents, Shuntaro Furukawa was the sixth and current president of Nintendo in Japan as of the time the documents were written. However, it's important to note that titles and roles can change over time. As of 2021, if Shuntaro Furukawa still held the position, he would have been the CEO of Nintendo. But for the most accurate and up-to-date information, it's recommended to check the latest sources or official Nintendo communications. Given the documents, the answer would be Shuntaro Furukawa, but there might have been a change since the documents were written.",1,0,0
78,Who was named the 2021 National Teacher of the Year?,['Juliana Urtubey'],0.0,"Juliana Urtubey was named the 2021 National Teacher of the Year. She is described as an elementary special education teacher who is also the 2021 Nevada Teacher of the Year and is known as ""Ms. Earth.""",1,0,0
79,Who was named the 2020 National Teacher of the Year?,['Tabatha Rosproy'],0.0,Tabatha Rosproy was named the 2020 National Teacher of the Year. She is a preschool teacher from Kansas.,1,0,0
80,Who is the lead actress in La La Land?,['Emma Stone'],0.0,"The lead actress in La La Land is Emma Stone, who plays the character Mia, an aspiring actress in Los Angeles.",1,0,0
81,Who is the lead actress in The Shape of Water?,['Sally Hawkins'],0.0,"The lead actress in The Shape of Water is Sally Hawkins, as evidenced by the information provided in Doc 3 where Sally Hawkins is nominated for Best Actress in a Drama Motion Picture.",1,0,0
82,"Who is the director of ""Pretty Woman""?",['Garry Marshall'],0.0,"The director of ""Pretty Woman"" is Garry Marshall.",1,0,0
83,"Who is the director of ""The Godfather""?",['Francis Ford Coppola'],0.0,"Francis Ford Coppola is the director of ""The Godfather."" This information is derived from the first sentence of Doc 1, which states that Francis Ford Coppola, a thirty-two-year-old Italian-American director, made his name with a gangster movie called ""The Godfather"" in 1972.",1,0,0
84,"Who is the director of ""Bohemian Rhapsody""?",['Bryan Singer'],0.0,"The director of ""Bohemian Rhapsody"" is Bryan Singer.",1,0,0
85,which city hosted the olympic games in 2012?,['London'],0.0,"The city that hosted the Olympic Games in 2012 was London, England.",1,0,0
86,Who is the new CEO of Vanguard?,['Tim Buckley'],0.0,"The new CEO of Vanguard is Tim Buckley. This information can be inferred from Doc 2, which states that the Board of Directors elected Vanguard's Chief Investment Officer Tim Buckley as president and CEO on July 13, 2017.",1,0,0
87,Who is the new CEO of Fidelity Investments?,['Abigail Johnson'],0.0,"The new CEO of Fidelity Investments is Abigail Johnson, who became CEO in 2014, taking over from her father, Ned Johnson.",1,0,0
88,When was Pixel 6 announced?,"['October 19 2021', 'Oct 19, 2021', 'Oct. 19, 2021', 'October 19, 2021', '19 October 2021', '19 Oct, 2021', '19 Oct., 2021', '19 October, 2021']",0.0,"Pixel 6 was announced on October 19, 2021.",1,0,0
89,When was Pixel 5a announced?,"['August 17 2021', 'Aug 17, 2021', 'Aug. 17, 2021', 'August 17, 2021', '17 August 2021', '17 Aug, 2021', '17 Aug., 2021', '17 August, 2021']",0.0,"The Pixel 5a was announced on August 17, 2021.",1,0,0
90,What is the name of Amazon's ai assistant in office?,['Alexa'],0.0,"The name of Amazon's AI assistant for the workplace, as mentioned in Doc 1, is Alexa for Business.",1,0,0
91,What is the date of the 2020 NBA Draft?,"['November 18 2020', 'Nov 18, 2020', 'Nov. 18, 2020', 'November 18, 2020', '18 November 2020', '18 Nov, 2020', '18 Nov., 2020', '18 November, 2020']",0.0,"The date of the 2020 NBA Draft is November 18, 2020.",1,0,0
92,What is the date of the 2021 NBA Draft?,"['July 29 2021', 'Jul 29, 2021', 'Jul. 29, 2021', 'July 29, 2021', '29 July 2021', '29 Jul, 2021', '29 Jul., 2021', '29 July, 2021']",0.0,"The date of the 2021 NBA Draft is July 29, 2021.",1,0,0
93,What is the name of Microsoft's AR headset?,['HoloLens'],0.0,The name of Microsoft's AR headset is HoloLens.,1,0,0
94,Who is the CEO of Google in 2021?,['Sundar Pichai'],0.0,"The CEO of Google in 2021 is Sundar Pichai. This information can be inferred from the documents provided, which all mention ""Alphabet and Google CEO Sundar Pichai"" in the context of decisions made in December 2020 and statements made in November 2021.",1,0,0
95,Who is the CEO of Apple in 2021?,['Tim Cook'],0.0,"The CEO of Apple in 2021 was Tim Cook. This information is directly supported by multiple documents provided, including Doc 1 and Doc 2.",1,0,0
96,Who won the Masters golf tournament in 2021?,['Hideki Matsuyama'],0.0,Hideki Matsuyama won the Masters golf tournament in 2021.,1,0,0
97,Who won the British Open golf tournament in 2020?,['Shane Lowry'],0.0,"The 2020 British Open was canceled due to the COVID-19 pandemic, so there was no winner for that year's tournament. However, the reigning champion remained Shane Lowry of Ireland.",1,0,0
98,which city hosted the olympic games in 2008?,['Beijing'],0.0,"Beijing hosted the Olympic Games in 2008. This information is directly stated in multiple documents, including Doc 1 and Doc 3.",1,0,0
99,which city hosted the olympic games in 2004?,['Athens'],0.0,"Based on the information provided in Document 5, Athens hosted the Olympic Games in 2004.",1,0,0
