id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
35,who will direct Irredeemable film?,['Jeymes Samuel'],0.4,"Jeymes Samuel will direct the Irredeemable film. This information is consistent across Documents 2, 3, and 4, which mention that Jeymes Samuel, the director of The Harder They Fall, is set to direct a film adaptation of the graphic novel series Irredeemable and its spin-off Incorruptible for Netflix.",1,0,0
36,What is the name of China's rover on Mars?,['Zhurong'],0.4,"The name of China's rover on Mars is Zhurong. This information is confirmed in Doc 2, where it states, ""On 24 April 2021, in anticipation of the upcoming landing attempt, CNSA formally announced that the rover would be named Zhurong (Chinese: 祝融号).""",1,0,0
37,Who is being honored with the 2022 Warrior Award?,['Shad Gaspard'],0.4,"Shad Gaspard is being honored with the 2022 Warrior Award. This information is consistent across Documents 1, 2, 3, 4, and 5.",1,0,0
38,What is the weight of the Surface Laptop SE?,"['2.45', '1,112.4']",0.4,"The weight of the Surface Laptop SE is 2.45 pounds (1,112.4 grams). This information is found in both Doc 1 and Doc 5.",1,0,0
39,Who stars in The Lost City?,"['Sandra Bullock', 'Channing Tatum']",0.4,"Channing Tatum, Sandra Bullock, Daniel Radcliffe, Da'Vine Joy Randolph, and Brad Pitt star in The Lost City. This information is consistent across all the provided documents (Doc 1, Doc 3, and Doc 5).",1,0,0
40,What happened at the Academy Awards involving Will Smith and Chris Rock?,['slapped'],0.4,"During the 94th Academy Awards on March 27, 2022, actor Will Smith walked onstage and slapped comedian Chris Rock across the face in response to Rock's joke about Smith's wife, Jada Pinkett Smith, who had a shaved head due to alopecia areata. Smith then shouted profanity at Rock, but Rock completed his presentation without further interruption. The incident received worldwide attention and largely overshadowed the rest of the ceremony. Smith resigned from the Academy on April 1 and was banned from attending Academy events",1,0,0
41,When did Apple M2 chip?,"['June 6', 'Jun 6', 'Jun. 6', '6 June', '6 Jun', '6 Jun.']",0.4,"The Apple M2 chip was unveiled on June 6, 2022, at Apple's WWDC keynote.",1,0,0
42,What film won the 2022 Academy Award for Best Picture?,['CODA'],0.4,CODA won the 2022 Academy Award for Best Picture.,1,0,0
43,When will the 94th Academy Awards be held?,"['March 27', 'Mar 27', 'Mar. 27', '27 March', '27 Mar', '27 Mar.']",0.4,"The 94th Academy Awards will be held on Sunday, March 27, 2022, at the Dolby Theatre in Hollywood. This information is consistent across Documents 2 and 4.",1,0,0
44,When was A House Between the Earth and the Moon published?,"['March 29', 'Mar 29', 'Mar. 29', '29 March', '29 Mar', '29 Mar.']",0.4,"A House Between Earth and the Moon was published on March 29, 2022, as indicated in Document [Doc 1].",1,0,0
45,Which alnum won the Album of the Year GRAMMYs 2022,['We are'],0.4,Jon Batiste won the Album of the Year Grammy at the 2022 GRAMMYs. This information is consistent across all provided documents.,0,0,0
46,When is the final of the 2022 FIFA World Cup?,"['December 18', 'Dec 18', 'Dec. 18', '18 December', '18 Dec', '18 Dec.']",0.4,The final of the 2022 FIFA World Cup was played on 18 December 2022.,1,0,0
47,How many vehicles did Tesla deliver in the first quarter of 2022?,"['310,048']",0.4,"Tesla delivered 310,048 electric vehicles in the first quarter of 2022. This information is provided in Doc 1 and confirmed by Doc 3.",1,0,0
48,Who acquired Twitter?,['Elon Musk'],0.4,"Elon Musk acquired Twitter. He initiated the acquisition on April 14, 2022, and concluded it on October 27, 2022. After months of legal challenges and changes in his mind about the deal, Musk ultimately decided to proceed with the acquisition, becoming Twitter's new owner and CEO.",1,0,0
49,How much did Elon Musk bought Twitter?,['44 billion'],0.4,Elon Musk bought Twitter for $44 billion.,1,0,0
50,Who won the 2022 Masters Tournament?,['Scottie Scheffler'],0.4,Scottie Scheffler won the 2022 Masters Tournament. He shot a one-under round of 71 to secure his first major championship by three strokes over Rory McIlroy.,1,0,0
51,Who won the women's singles Australian Open 2022?,['Ashleigh Barty'],0.4,Ashleigh Barty won the women's singles Australian Open in 2022. This information is confirmed in both Doc 1 and Doc 2.,1,0,0
52,Who won the women's singles Australian Open 2023?,['Aryna Sabalenka'],0.4,"Aryna Sabalenka won the women's singles Australian Open 2023. She defeated Elena Rybakina with the scores of 4-6, 6-3, 6-4.",1,0,0
53,Who won the men's singles Australian Open 2022?,"['Rafael Nadal', 'Nadal']",0.4,"Rafael Nadal won the men's singles Australian Open 2022. He defeated Daniil Medvedev in the final with the scores 2-6, 6-7(5), 6-4, 6-4, 7-5. This victory marked Nadal's second Australian Open title and 21st major singles title overall.",1,0,0
54,Who won the men's singles Australian Open 2023?,['Novak Djokovic'],0.4,"Novak Djokovic won the men's singles Australian Open 2023. This information is confirmed by Documents [Doc 4] and [Doc 5], which state that Djokovic defeated Stefanos Tsitsipas with a score of 6–3, 7–6 (4), 7–6 (5) to win the championship.",1,0,0
55,Who won the women's singles French Open 2022?,['Iga Swiatek'],0.4,"Iga Swiatek won the women's singles French Open 2022. This information is consistent across Documents 2 and 5, which both state that Iga Swiatek beat Coco Gauff to win the French Open women's singles final in 2022.",1,0,0
56,Who won the women's singles French Open 2023?,['Iga Swiatek'],0.4,"Iga Swiatek won the women's singles French Open 2023. This information is consistent across Documents 1, 2, and 5. There are no factual errors in the provided documents.",1,0,0
57,Who is the runner-up in the women's singles at the 2023 French Open?,['Karolina Muchova'],0.4,"The runner-up in the women's singles at the 2023 French Open is Karolina Muchova from the Czech Republic. This information is confirmed in Documents [Doc 3] and [Doc 1], which state that Iga Swiatek won the title with a 6-2, 5-7, 6-4 win over Karolina Muchova in the final.",1,0,0
58,Who won the men's singles French Open 2022?,"['Rafael Nadal', 'Nadal']",0.4,Rafael Nadal won the men's singles French Open 2022. He defeated Casper Ruud in the final and extended his record to 14 French Open titles and 22 majors in total.,1,0,0
59,Who won the men's singles French Open 2023?,['Novak Djokovic'],0.4,"Novak Djokovic won the men's singles French Open 2023. This is confirmed by the information provided in Documents 1, 2, and 3, which state that Novak Djokovic defeated Casper Ruud in the final to win the title. Document 5 also mentions that Djokovic secured the victory in the final.",1,0,0
60,who the women's singles wimbledon 2022?,['Elena Rybakina'],0.4,"The women's singles winner at the 2022 Wimbledon Championships was Elena Rybakina. She defeated Ons Jabeur in the final with the scores 3–6, 6–2, 6–2. This victory marked her first major singles title and she became the first Kazakhstani to win a major title. Additionally, she was the first player to win from a set down in the final since Amélie Mauresmo in 2006. Ons Jabeur became the first Arab and African woman to reach a major singles final in the Open",1,0,0
61,who the women's singles wimbledon 2023?,"['Marketa Vondrousova', 'Markéta Vondroušová']",0.4,"The women's singles Wimbledon 2023 champion is Marketa Vondrousova from the Czech Republic. She defeated Ons Jabeur from Tunisia with a score of 6-4, 6-4. This victory made her the first unseeded player to win the Wimbledon Singles Championship in 2023.",1,0,0
62,Who won the men's singles wimbledon 2022?,['Novak Djokovic'],0.4,Novak Djokovic won the men's singles title at Wimbledon in 2022. This victory marked his 21st Grand Slam singles title and his seventh title at Wimbledon.,1,0,0
63,Who won the men's singles wimbledon 2023?,['Carlos Alcaraz'],0.4,"Carlos Alcaraz won the men's singles Wimbledon 2023. He achieved this victory by defeating Novak Djokovic in a five-set match. Alcaraz is noted as the third youngest man to win the grass-court major in the Open era, which began in 1968.",1,0,0
64,How many titles has Swiatek won in 2022 season?,"['eight', '8']",0.4,Swiatek won 8 titles in the 2022 season.,1,0,0
65,who the women's singles U.S. Open 2022?,['Iga Swiatek'],0.4,"Iga Swiatek of Poland won the women's singles U.S. Open 2022. She defeated Ons Jabeur of Tunisia in a match that went to three sets, with the final score being 6-2, 7-6(5). This victory marked Swiatek's first U.S. Open singles title and her third Grand Slam title, with this being her first on a surface other than clay.",1,0,0
66,Who won the men's singles U.S. Open 2022?,['Carlos Alcaraz'],0.4,"Carlos Alcaraz of Spain won the men's singles U.S. Open 2022. He defeated Casper Ruud of Norway in four sets with the final scores of 6–4, 2–6, 7–6(7–1), 6–3. This victory marked Alcaraz's first major championship and propelled him to the top spot in the ATP world rankings.",1,0,0
67,Who is the new head coach of the Virginia Tech football team in 2022?,['Brent Pry'],0.4,The new head coach of the Virginia Tech football team in 2022 is Brent Pry. This information is confirmed in Doc 1 and Doc 4.,1,0,0
68,Where is Consensus 2022 taking place?,['Austin'],0.4,"Consensus 2022 is taking place in Austin, Texas. This information is mentioned in Doc 2 and further confirmed in Doc 4, which states that the conference attracted over 20,000 people from across the globe, despite the 100-degree plus weather.",1,0,0
69,When did the 148th Kentucky Derby take place?,"['May 7', 'May 7', 'May. 7', '7 May', '7 May', '7 May.']",0.4,"The 148th Kentucky Derby took place on Saturday, May 7, 2022.",1,0,0
70,What was Tesla's revenue in Q1 2022?,['18.76 billion'],0.4,Tesla's revenue in Q1 2022 was $18.76 billion. This information is found in both Doc 1 and Doc 5.,1,0,0
71,When will Splatoon 3 be released?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.4,"Splatoon 3 is set to release on September 9, 2022, as announced in a Nintendo Direct on 9 February 2022. The information is consistent across the provided documents.",1,0,0
72,Who acquired STX Entertainment?,['Najafi Companies'],0.4,The Najafi Companies acquired STX Entertainment. This information is confirmed in Doc 1 and Doc 5. The acquisition was completed after months of speculation and involved Robert Simonds continuing to serve in some capacity at STX Entertainment.,1,0,0
73,When did Orrin G. Hatch pass away?,"['April 23 2022', 'Apr 23, 2022', 'Apr. 23, 2022', 'April 23, 2022', '23 April 2022', '23 Apr, 2022', '23 Apr., 2022', '23 April, 2022']",0.4,"Orrin G. Hatch passed away on April 23, 2022. This information is consistent across Documents 1, 3, and 5.",1,0,0
74,Who was the new CEO of CNN?,['Chris Licht'],0.4,"The new CEO of CNN was Chris Licht. He came over from CBS, where he had oversaw the Colbert ""Late Show"" and worked at CBS News and MSNBC before taking the position at CNN.",1,0,0
75,Who won the French Presidential Election 2022?,['Emmanuel Macron'],0.4,"Emmanuel Macron won the French Presidential Election 2022. This information is consistent across all documents, specifically mentioned in Doc 2, Doc 4, and Doc 5.",1,0,0
76,What is the megapixel in main camera on the iPhone 14 Pro?,['48'],0.4,The main camera on the iPhone 14 Pro has a 48 megapixel sensor. This information is consistent across Documents [Doc 3] and [Doc 4].,1,0,0
77,How much does it cost to rent a tool kit for Apple device repairs?,['49'],0.4,"The cost to rent a tool kit for Apple device repairs is $49, as mentioned in Documents 2, 3, and 4.",1,0,0
78,Where will the 2022 Met Gala take place?,['Metropolitan Museum of Art'],0.4,The 2022 Met Gala will take place at the Metropolitan Museum of Art in New York City.,1,0,0
79,Who won the Champions League in the 2022-2023 season?,['Manchester City'],0.4,"Manchester City won the Champions League in the 2022-2023 season. They defeated Inter Milan 1-0 in the final, with Rodri being named man of the match. This victory marked Manchester City's first European Cup title and their first continental treble since 1970.",1,0,0
80,Which teams are playing in the 2021-22 NBA Finals?,"['Golden State Warriors', 'Boston Celtics']",0.4,"The teams playing in the 2021-22 NBA Finals are the Golden State Warriors and the Boston Celtics. This information is confirmed in Doc 2, which states, ""The Golden State Warriors defeated the Boston Celtics 4–2 to win the 2021–22 NBA Finals.""",1,0,0
81,What is the prize money for the Squid Game-inspired reality competition?,['4.56 million'],0.4,"The prize money for the Squid Game-inspired reality competition is $4.56 million. This information is consistent across Documents 2, 3, and 5.",1,0,0
82,When was Overwatch 2 released?,"['October 4 2022', 'Oct 4, 2022', 'Oct. 4, 2022', 'October 4, 2022', '4 October 2022', '4 Oct, 2022', '4 Oct., 2022', '4 October, 2022']",0.4,"Overwatch 2 was released on October 4, 2022. This information is confirmed by Document [Doc 4], which states, ""Overwatch 2 will release on both PC and console today, on Tuesday 4th October.""",1,0,0
83,Who won the 2022 Tour de France?,['Jonas Vingegaard'],0.4,"Jonas Vingegaard (Team Jumbo-Visma) won the 2022 Tour de France. This information is consistent across all the provided documents, specifically mentioned in Doc 1 and further elaborated in Doc 5.",1,0,0
84,How much was Apple's revenue in Q3? 2022,"['83 billion', '83.0 billion']",0.4,Apple's revenue in Q3 2022 was $83 billion. This information is provided in both Doc 3 and Doc 4.,1,0,0
85,Who won the 2022 Atlanta Open?,['Alex de Minaur'],0.4,"Alex de Minaur won the 2022 Atlanta Open. This information is consistent across Documents 1, 3, and 4.",1,0,0
86,What was the revenue of AWS in Q2 2022?,['19.7 billion'],0.4,"The revenue of AWS in Q2 2022 was $19.7 billion. This information is provided in Doc 4, which states, ""Amazon said its cloud-computing division Amazon Web Services (AWS) posted 33 percent increase in its revenue to $19.7 billion in the second quarter of 2022.""",1,0,0
87,when was xenoblade chronicles 3 released?,"['July 29', 'Jul 29', 'Jul. 29', '29 July', '29 Jul', '29 Jul.']",0.4,"Xenoblade Chronicles 3 was released on July 29, 2023.",1,0,0
88,"What is the name of the horse in the movie ""Nope""?",['Ghost'],0.4,"The horse in the movie ""Nope"" is named Ghost. This information is found in Doc 3, where it states, ""It is a horse named Ghost who first signals that something is awry in the sky in Jordan Peele’s latest visually and thematically ambitious film Nope.""",1,0,0
89,When did Neal Lemlein pass away?,"['July 22 2022', 'Jul 22, 2022', 'Jul. 22, 2022', 'July 22, 2022', '22 July 2022', '22 Jul, 2022', '22 Jul., 2022', '22 July, 2022']",0.4,"Neal Lemlein passed away on July 22, 2022.",1,0,0
90,Who is the lead actor in the film Carter?,['Joo Won'],0.4,"The lead actor in the film Carter is Joo Won, who plays the character Carter Lee / Michael Bane. This information is provided in Document 1, which describes the cast and their roles in the movie.",1,0,0
91,When was BlenderBot 3 released?,"['August 5', 'Aug 5', 'Aug. 5', '5 August', '5 Aug', '5 Aug.']",0.4,"BlenderBot 3 was released on August 5, 2022. This information is consistent across Documents 1, 4, and 5.",1,0,0
92,which company invented BlenderBot 3?,['Meta'],0.4,"Meta, which is Facebook's parent company, invented BlenderBot 3. This information is consistent across all provided documents, specifically mentioned in Doc 3 and Doc 5.",1,0,0
93,When was ChatGPT released?,"['November 30 2022', 'Nov 30, 2022', 'Nov. 30, 2022', 'November 30, 2022', '30 November 2022', '30 Nov, 2022', '30 Nov., 2022', '30 November, 2022']",0.4,"ChatGPT was released on November 30, 2022.",1,0,0
94,When was GPT4 released?,"['March 14 2023', 'Mar 14, 2023', 'Mar. 14, 2023', 'March 14, 2023', '14 March 2023', '14 Mar, 2023', '14 Mar., 2023', '14 March, 2023']",0.4,"GPT-4 was released on March 14, 2023. This information is confirmed by Documents [Doc 1] and [Doc 5].",1,0,0
95,How much did Amazon agree to pay to acquire iRobot?,['1.7 billion'],0.4,"Amazon agreed to pay approximately $1.7 billion to acquire iRobot, as stated in Documents [Doc 3] and [Doc 5].",1,0,0
96,What is the location of the Major League Baseball Field of Dreams Game 2022?,"['Dyersville, Iowa']",0.4,"The Major League Baseball Field of Dreams Game 2022 is located in Dyersville, Iowa.",1,0,0
97,When did Microsoft release Windows 11 22H2?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.4,"Microsoft released Windows 11 22H2 on September 20, 2022. This information is confirmed by Doc 2 and Doc 5.",1,0,0
98,When did AMD unveil Ryzen 7000 processors?,"['August 29', 'Aug 29', 'Aug. 29', '29 August', '29 Aug', '29 Aug.']",0.4,"AMD unveiled the Ryzen 7000 processors on August 29th, as mentioned in Documents [Doc 4] and [Doc 3].",1,0,0
99,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,['Konnor McClain'],0.4,"Konnor McClain won the U.S. all-around title at the U.S. Gymnastics Nationals 2022. She achieved a combined score of 112.750, which was the highest score among all competitors.",1,0,0
100,What is the new price of Tesla's Full-Self Driving (FSD) software?,"['$15,000']",0.4,"The new price of Tesla's Full-Self Driving (FSD) software is $15,000.",1,0,0
101,What is the date of the premiere of House of the Dragon?,"['August 21', 'Aug 21', 'Aug. 21', '21 August', '21 Aug', '21 Aug.']",0.4,"The premiere date of House of the Dragon is August 21, 2022. This information is confirmed in Doc 2 and Doc 5.",1,0,0
102,When is the release date for Sony's PlayStation VR2 headset?,"['February 22', 'Feb 22', 'Feb. 22', '22 February', '22 Feb', '22 Feb.']",0.4,"The release date for Sony's PlayStation VR2 headset is February 22, 2023.",1,0,0
103,What is the new venture launched by Tiger Woods and Rory McIlroy?,['TMRW Sports'],0.4,"The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports. This technology-focused venture aims to develop progressive approaches to sports, media, and entertainment. The venture also includes veteran sports media executive Mike McCarley and former NBC Sports chairman Dick Ebersol as investors.",1,0,0
104,Which company recently acquired Super.tech?,['ColdQuanta'],0.4,ColdQuanta recently acquired Super.tech.,1,0,0
105,Who is the Heisman Trophy winner in 2022?,['Caleb Williams'],0.4,Caleb Williams from the USC Trojans is the Heisman Trophy winner in 2022.,1,0,0
106,When does The Amazing Race Season 34 premiere?,"['September 21', 'Sep 21', 'Sep. 21', '21 September', '21 Sep', '21 Sep.', 'Sept 21', 'Sept. 21', '21 Sept', '21 Sept.']",0.4,"The Amazing Race Season 34 premiered on Wednesday, September 21 at 9 p.m. ET.",1,0,0
107,Who is the chairman of Toulouse and under whose ownership are they currently?,['Damien Comolli'],0.4,"The chairman of Toulouse is Damien Comolli, and they are currently under American ownership, specifically RedBird Capital Partners, a United States-based investment fund.",1,0,0
108,When will the TGL (Tech-Infused Golf League) season start?,"['January 2024', 'Jan 2024', 'Jan. 2024', 'January, 2024', 'Jan, 2024', 'Jan., 2024']",0.4,The TGL (Tech-Infused Golf League) season is set to start in January 2024.,1,0,0
109,Who is the director of BioShock movie?,['Francis Lawrence'],0.4,"The director of the BioShock movie is Francis Lawrence. This information is confirmed in both Doc 1 and Doc 4, where it is stated that Francis Lawrence will direct the BioShock film adaptation.",1,0,0
110,What is the premiere date of New Amsterdam Season 5?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.4,"The premiere date of New Amsterdam Season 5 is September 20, 2022. This information is confirmed by Doc 2 and Doc 5, which state that the season premiered on that date. Doc 4 also supports this information by mentioning that the fifth and final season concluded on January 17, 2023, implying that it started on September 20, 2022.",1,0,0
111,Who won the World Cup Final in 2022?,['Argentina'],0.4,"Argentina won the World Cup Final in 2022. They defeated France with a final score of 3-3 in penalties, with Argentina leading 4-2 in the penalty shootout. Lionel Messi was named the man of the match, and Argentina became the second team after Spain in 2010 to win the World Cup after losing their opening game. This victory also made Argentina the third country to successfully defend the World Cup title.",1,0,0
112,Who is the chief meteorologist for KPLR-TV?,['John Fuller'],0.4,"John Fuller is the chief meteorologist for KPLR-TV. This information is confirmed in Document 3, which states, ""It is anchored by Mike Colombo and Chief Meteorologist John Fuller..."" and Document 4, which mentions, ""On April 6, 2009, KPLR ventured into the midday news market with a new newscast called 'News 11 at Noon.' The newscast is anchored by Christine Buck who has been with the station for over 30 years, and Chief Meteorologist John Fuller.""",1,0,0
113,Who is the new head of development at Riff Raff Entertainment?,['Katie Sinclair'],0.4,Katie Sinclair has been named the new head of development at Riff Raff Entertainment. This information is consistent across Documents 3 and 5.,1,0,0
114,How much money did Texas Tech pay Marlene Stollings in the settlement?,"['740,000', '740K']",0.4,"Texas Tech paid Marlene Stollings approximately $740,000 in the settlement. This information is confirmed by both Doc 2 and Doc 5.",1,0,0
