id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
10,When does the 2022 Olympic Winter Games end?,"['February 20', 'Feb 20', 'Feb. 20', '20 February', '20 Feb', '20 Feb.']",0.8,"The 2022 Olympic Winter Games ended on February 20, 2022, according to Document 2.",1,0,0
11,Who won the Spanish Super Cup 2022?,['Real Madrid'],0.8,"Based on the information provided in the documents, the winner of the Spanish Super Cup 2022 is not explicitly stated. However, Document 3 mentions that the final of the Spanish Super Cup 2022-23 will feature Real Madrid against Barcelona, and it refers to the previous year's event (2021-22) where Real Madrid defeated Athletic Bilbao. Since the question asks about the 2022 Spanish Super Cup, and there is no direct mention of the winner in the given documents, I cannot definitively answer who won the 2022 Spanish Super Cup. Therefore, my answer is:

I can not answer the question because of the insufficient information in documents.",1,1,0
12,How much is Microsoft acquiring Activision Blizzard for?,"['$68.7 billion', '$68.7bn']",0.8,Microsoft is acquiring Activision Blizzard for $68.7 billion.,1,0,0
13,What is the price for a 30-second spot during the Super Bowl 2022?,['$6.5 million'],0.8,"Based on the information provided in the documents, the price for a 30-second spot during the Super Bowl in 2022 was $5.6 million, as mentioned for the Super Bowl hosted by Fox in 2020 and CBS in 2021.",0,0,0
14,When is the Sports Star of the Year Awards Show 2022?,"['May 26', 'May 26', 'May. 26', '26 May', '26 May', '26 May.']",0.8,"The Sports Star of the Year Awards Show in 2022 was held on May 26, 2022.",1,0,0
15,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"['Lawrence Williams', 'Ralph Long Jr.', 'Ford Greene', 'Ronald Yancey']",0.8,"Based on the information provided in the documents, the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage are Ford Greene, Ralph Long Jr., late Lawrence Williams, and Ronald Yancey. These individuals are recognized as pioneers who made great strides during their time at Georgia Tech and whose social courage is reflected in the campus atmosphere to this day.",1,0,0
16,What is the codename for Google's AR headset project?,['Project Iris'],0.8,The codename for Google's AR headset project is Project Iris.,1,0,0
17,What is the name of Meta's AI supercomputer?,"['RSC', 'the AI Research SuperCluster']",0.8,The name of Meta's AI supercomputer is the AI Research SuperCluster (RSC).,1,0,0
18,When will American students start taking digital SAT exams?,['2024'],0.8,"Based on the information provided in the documents, there is no specific date mentioned for when American students will start taking the digital SAT exams. However, the documents indicate that the SAT is shifting to a digital format and that changes are being rolled out gradually. For international students, the digital SAT has already been implemented successfully. For domestic students, the transition is expected to happen in 2023 and 2024, but exact timelines are not specified. Therefore, I cannot provide a precise starting date for American students based on the given information.",1,0,0
19,When do the Paralympic Winter Games 2022 start?,"['March 4', 'Mar 4', 'Mar. 4', '4 March', '4 Mar', '4 Mar.']",0.8,"The Paralympic Winter Games 2022 start on March 4, 2022.",1,0,0
20,Super Bowl 2022 date,"['February 13', 'Feb 13', 'Feb. 13', '13 February', '13 Feb', '13 Feb.']",0.8,"Super Bowl LVI, which is the 2022 Super Bowl, took place on Sunday, Feb. 13 at SoFi Stadium in Los Angeles, Cali.",1,0,0
21,Who won the 2022 Nobel Prize for chemistry?,"['Carolyn R. Bertozzi', 'Morten Meldal', 'K. Barry Sharpless']",0.8,"K. Barry Sharpless won the 2022 Nobel Prize in Chemistry, sharing the prize with Carolyn R. Bertozzi and Morten Meldal for the development of click chemistry and bioorthogonal chemistry.",1,0,0
22,Who won the Super Bowl 2022?,['Los Angeles Rams'],0.8,"The Los Angeles Rams won the Super Bowl 2022 (Super Bowl LVI), defeating the Cincinnati Bengals with a score of 23-20.",1,0,0
23,Who won women's 500m speed skating at the 2022 Winter Olympics?,['Erin Jackson'],0.8,Erin Jackson of the United States won the women's 500m speed skating event at the 2022 Winter Olympics.,1,0,0
24,When was Lost Ark game release on Steam?,"['February 11', 'Feb 11', 'Feb. 11', 'February 11', '11 February', '11 Feb', '11 Feb.', '11 February']",0.8,"According to Document 3, the release date for Lost Ark on Steam is February 11.",1,0,0
25,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"['silver', 'Silver', 'bronze', 'Bronze']",0.8,Jessie Diggins won a bronze medal in the individual sprint and a silver medal in the 30-kilometer freestyle race at the Beijing 2022 Olympic Games.,1,0,0
26,What is the genre of The Endgame (TV show)?,['crime'],0.8,The genre of The Endgame (TV show) is an American crime drama thriller.,1,0,0
27,When did Russia invade Ukraine?,"['February 24', 'Feb 24', 'Feb. 24', '24 February', '24 Feb', '24 Feb.']",0.8,"Russia invaded Ukraine on February 24, 2022. This date is explicitly mentioned in Document 3: ""On Feb. 24, 2022, the world watched as Russia invaded its neighboring country, Ukraine.""",1,0,0
28,When was Elden Ring being released?,"['February 25', 'Feb 25', 'Feb. 25', '25 February', '25 Feb', '25 Feb.']",0.8,"Elden Ring was released on February 25, 2022, in Japan and internationally by FromSoftware and Bandai Namco Entertainment.",1,0,0
29,Who did Iga Swiatek defeat to win the Qatar Open 2022?,['Anett Kontaveit'],0.8,"Based on the information provided in the documents, Iga Swiatek did not win the Qatar Open in 2022. The documents mention that Iga Swiatek left the Qatar TotalEnergies Open undefeated in 2023, but do not specify the year she won the Qatar Open. Additionally, the documents do not provide details about the specific opponents she faced during the Qatar Open in any given year. Therefore, I cannot definitively answer who Iga Swiatek defeated to win the Qatar Open 2022 based on the given information.",0,0,0
30,Which country won the most medals at the 2022 Winter Olympics?,['Norway'],0.8,"According to the documents, Norway won the most medals at the 2022 Winter Olympics. The document states: ""When it came to which countries won the most medals overall, Norway came in first. The Russian Olympic Committee (the unofficial team representing Russia's athletes) came in second with 32 medals. In third place was Germany, with 27 medals. Canada was next with 26 medals, and the US trailed behind with 25 medals.""",1,0,0
31,Who won the Male Vocalist of the Year at the 2022 CMA ?,['Chris Stapleton'],0.8,"According to the documents, Chris Stapleton won the Male Vocalist of the Year at the 2022 CMA Awards. This is supported by Document 5, which states ""Chris Stapleton picked up his sixth Male Vocalist of the Year prize at the 56th Annual CMA Awards.""",1,0,0
32,Who won the ACC Tournament in 2022?,['Virginia Tech'],0.8,"According to Document 4 and Document 5, Virginia Tech won the 2022 ACC tournament for men's basketball by upsetting Duke 82-67 to win the title.",1,0,0
33,What chip does the iPhone 14 have?,['A15'],0.8,"The iPhone 14 has the A15 chip, which is the same chip found in the iPhone 13 Pro models from the previous year. The A16 chip, which is more expensive and used in the iPhone 14 Pro and iPhone 14 Pro Max, has not been equipped in the standard iPhone 14 models.",1,0,0
34,When is Google I/O 2022 scheduled to take place?,"['May 11', '12']",0.8,"Google I/O 2022 is scheduled to take place on May 11 and 12, 2022. This information is directly stated in Document 2.",1,0,0
35,who will direct Irredeemable film?,['Jeymes Samuel'],0.8,"According to the documents, Jeymes Samuel will direct the Irredeemable film adaptation for Netflix.",1,0,0
36,What is the name of China's rover on Mars?,['Zhurong'],0.8,"The name of China's rover on Mars is Zhurong. This information can be inferred from the documents, particularly Document 4, which mentions ""On 22 May 2021 (02:40 UTC), the Zhurong rover descended from its lander onto the Martian surface to begin its scientific mission.""",1,0,0
37,Who is being honored with the 2022 Warrior Award?,['Shad Gaspard'],0.8,"The 2022 Warrior Award is being honored posthumously to Shad Gaspard. He is recognized for his unwavering strength, perseverance, and acts of courage and compassion that embody the indomitable spirit of The Ultimate Warrior.",1,0,0
38,What is the weight of the Surface Laptop SE?,"['2.45', '1,112.4']",0.8,"The weight of the Surface Laptop SE is 2.45 lbs, as mentioned in Document 4.",1,0,0
39,Who stars in The Lost City?,"['Sandra Bullock', 'Channing Tatum']",0.8,"The main stars in The Lost City include Channing Tatum, Daniel Radcliffe, and Sandra Bullock. Specifically, Channing Tatum plays Alan, Daniel Radcliffe plays Fairfax, and Sandra Bullock plays the lead role of Loretta Sage.",1,0,0
40,What happened at the Academy Awards involving Will Smith and Chris Rock?,['slapped'],0.8,"At the Academy Awards, Will Smith slapped Chris Rock on stage. This incident occurred nearly a year before Chris Rock jokingly referenced the event in a live Netflix stand-up special. During the Oscars, Smith reacted strongly to a joke Rock made about Jada Pinkett Smith, using profanity and physically assaulting Rock. The show did not immediately acknowledge the incident, but Smith addressed it in his acceptance speech, apologizing to the Academy and his fellow nominees. The incident was considered unacceptable, and the Academy acknowledged that their response was inadequate.",1,0,0
41,When did Apple M2 chip?,"['June 6', 'Jun 6', 'Jun. 6', '6 June', '6 Jun', '6 Jun.']",0.8,"Apple announced the M2 chip on June 6, 2022, at WWDC, along with models of the MacBook Air and the 13-inch MacBook Pro using the M2.",1,0,0
42,What film won the 2022 Academy Award for Best Picture?,['CODA'],0.8,CODA won the 2022 Academy Award for Best Picture.,1,0,0
43,When will the 94th Academy Awards be held?,"['March 27', 'Mar 27', 'Mar. 27', '27 March', '27 Mar', '27 Mar.']",0.8,"The document does not provide a specific date for the 94th Academy Awards. It only mentions that the 94th Academy Awards were held on March 27, 2022. Therefore, based on the given information, I cannot determine the exact date for the 94th Academy Awards without additional context.",1,0,0
44,When was A House Between the Earth and the Moon published?,"['March 29', 'Mar 29', 'Mar. 29', '29 March', '29 Mar', '29 Mar.']",0.8,"According to Document 2, ""A House Between Earth and the Moon"" was first published on March 29, 2022.",1,0,0
45,Which alnum won the Album of the Year GRAMMYs 2022,['We are'],0.8,"Jon Batiste won the Album of the Year Grammy in 2022. This information is directly stated in Document 3: ""Tonight, at the 2022 Grammy Awards, Jon Batiste won Album of the Year for his latest LP We Are.""",1,0,0
46,When is the final of the 2022 FIFA World Cup?,"['December 18', 'Dec 18', 'Dec. 18', '18 December', '18 Dec', '18 Dec.']",0.8,"The provided documents do not specify the exact date of the final of the 2022 FIFA World Cup. Therefore, I cannot answer the question because of the insufficient information in the documents.",0,0,0
47,How many vehicles did Tesla deliver in the first quarter of 2022?,"['310,048']",0.8,"According to Document 2, Tesla delivered 310,048 vehicles from January through March in the first quarter of 2022.",1,0,0
48,Who acquired Twitter?,['Elon Musk'],0.8,"Elon Musk acquired Twitter. This can be inferred from multiple documents, particularly Doc 4 which states, ""Tesla CEO Elon Musk completed the deal to acquire Twitter at his original offer price of $54.20 a share at a total cost of roughly $44 billion.""",1,0,0
49,How much did Elon Musk bought Twitter?,['44 billion'],0.8,Elon Musk bought Twitter for $44 billion.,1,0,0
50,Who won the 2022 Masters Tournament?,['Scottie Scheffler'],0.8,Scottie Scheffler won the 2022 Masters Tournament based on the information provided in the documents.,1,0,0
51,Who won the women's singles Australian Open 2022?,['Ashleigh Barty'],0.8,"The women's singles title was won by Ashleigh Barty, who won her first Australian Open title and third major title according to Doc 4.",1,0,0
52,Who won the women's singles Australian Open 2023?,['Aryna Sabalenka'],0.8,"Aryna Sabalenka won the women's singles Australian Open 2023. This can be inferred from the documents which mention Sabalenka's victory over Elena Rybakina in the final, and photos showing Sabalenka holding the Daphne Akhurst Memorial Trophy after the match.",1,0,0
53,Who won the men's singles Australian Open 2022?,"['Rafael Nadal', 'Nadal']",0.8,"According to Document 2, Rafael Nadal won the men's singles Australian Open 2022 by defeating Daniil Medvedev in the final.",1,0,0
54,Who won the men's singles Australian Open 2023?,['Novak Djokovic'],0.8,"According to the documents, Novak Djokovic won the men's singles Australian Open in 2023.",1,0,0
55,Who won the women's singles French Open 2022?,['Iga Swiatek'],0.8,"According to the documents, Iga Swiatek won the women's singles French Open 2022. This is evident from Doc 1 which states ""Iga Swiatek beats Coco Gauff to win French Open 2022 women's singles final – as it happened.""",1,0,0
56,Who won the women's singles French Open 2023?,['Iga Swiatek'],0.8,"According to the documents, Iga Swiatek won the women's singles French Open 2023.",1,0,0
57,Who is the runner-up in the women's singles at the 2023 French Open?,['Karolina Muchova'],0.8,"The runner-up in the women's singles at the 2023 French Open is Karolina Muchova. This information can be inferred from Document 3, where it states that ""Karolina Muchova receives the runner-up trophy and takes a moment, tears up a bit as Evert and the rest of the crowd tries to lift her up.""",1,0,0
58,Who won the men's singles French Open 2022?,"['Rafael Nadal', 'Nadal']",0.8,"Based on the information provided in the documents, Rafael Nadal won the men's singles French Open in 2022. Doc 1 explicitly states ""He [Rafael Nadal] is also the 2022 French Open winner in men’s singles.""",1,0,0
59,Who won the men's singles French Open 2023?,['Novak Djokovic'],0.8,Novak Djokovic won the men's singles French Open 2023 based on the information provided in the documents.,1,0,0
60,who the women's singles wimbledon 2022?,['Elena Rybakina'],0.8,"The women's singles Wimbledon 2022 was won by Ons Jabeur, as she received her runners-up trophy from Kate, Princess of Wales, and was embraced by Marketa Vondrousova after losing the final. However, the title was actually won by Elena Rybakina according to Doc 5. There seems to be a discrepancy here, but based on the specific question asked and the information provided in Doc 5, the winner of the women's singles Wimbledon 2022 was Elena Rybakina.",1,0,0
61,who the women's singles wimbledon 2023?,"['Marketa Vondrousova', 'Markéta Vondroušová']",0.8,The women's singles Wimbledon champion in 2023 was Marketa Vondrousova. She defeated Ons Jabeur in the final to become the first unseeded Wimbledon women's singles champion.,1,0,0
62,Who won the men's singles wimbledon 2022?,['Novak Djokovic'],0.8,"According to the information provided in the documents, Novak Djokovic won the men's singles Wimbledon in 2022. Doc 2 explicitly states that ""Novak Djokovic beat Nick Kyrgios in four sets in the final to win his fourth Wimbledon title in a row last year,"" referring to the 2022 tournament.",1,0,0
63,Who won the men's singles wimbledon 2023?,['Carlos Alcaraz'],0.8,Carlos Alcaraz won the men's singles Wimbledon 2023 based on the information provided in the documents.,1,0,0
64,How many titles has Swiatek won in 2022 season?,"['eight', '8']",0.8,"According to Document 5, Iga Świątek has won seven titles in the 2022 season.",0,0,0
65,who the women's singles U.S. Open 2022?,['Iga Swiatek'],0.8,The women's singles U.S. Open 2022 was won by Iga Swiatek.,1,0,0
66,Who won the men's singles U.S. Open 2022?,['Carlos Alcaraz'],0.8,Carlos Alcaraz won the men's singles U.S. Open 2022.,1,0,0
67,Who is the new head coach of the Virginia Tech football team in 2022?,['Brent Pry'],0.8,"The new head coach of the Virginia Tech football team in 2022 is Brent Pry. This information is directly stated in Document 1, which mentions that Brent Pry was introduced as the head coach of Virginia Tech in 2022.",1,0,0
68,Where is Consensus 2022 taking place?,['Austin'],0.8,"Consensus 2022 is taking place in Austin, Texas.",1,0,0
69,When did the 148th Kentucky Derby take place?,"['May 7', 'May 7', 'May. 7', '7 May', '7 May', '7 May.']",0.8,"The document does not explicitly state the date of the 148th Kentucky Derby. However, based on the context provided in Document 1, we can infer that the 149th Kentucky Derby took place on May 6, 2023. Since the 149th edition followed the 148th, and given that the 148th would have occurred the previous year, we can reasonably deduce that the 148th Kentucky Derby took place on May 7, 2022, as mentioned in Document 3. Therefore, the 148th Kentucky Derby took place on May 7, 2022.",1,0,0
70,What was Tesla's revenue in Q1 2022?,['18.76 billion'],0.8,"According to the document, Tesla's revenue in Q1 2022 was $18.76 billion.",1,0,0
71,When will Splatoon 3 be released?,"['September 9', 'Sep 9', 'Sep. 9', '9 September', '9 Sep', '9 Sep.', 'Sept 9', 'Sept. 9', '9 Sept', '9 Sept.']",0.8,"Splatoon 3 was released on September 9, 2022. The game was officially released at midnight local time in all regions and all servers were active, allowing players to enjoy online play starting from that time in their respective time zones.",1,0,0
72,Who acquired STX Entertainment?,['Najafi Companies'],0.8,"Jahm Najafi's Phoenix-based The Najafi Companies acquired STX Entertainment. This can be inferred from Document 5, which states that STX was rescued by Jahm Najafi's Phoenix-based The Najafi Companies for $173M in early December.",1,0,0
73,When did Orrin G. Hatch pass away?,"['April 23 2022', 'Apr 23, 2022', 'Apr. 23, 2022', 'April 23, 2022', '23 April 2022', '23 Apr, 2022', '23 Apr., 2022', '23 April, 2022']",0.8,"Orrin G. Hatch passed away on April 23, 2022.",1,0,0
74,Who was the new CEO of CNN?,['Chris Licht'],0.8,"The new CEO of CNN was Chris Licht, who was named CNN's new chief executive on February 28 according to the information provided in Document 4.",1,0,0
75,Who won the French Presidential Election 2022?,['Emmanuel Macron'],0.8,"Based on the information provided in the documents, Emmanuel Macron won the French Presidential Election 2022. This is evident from multiple sources indicating Macron's apparent victory in the runoff election, with supporters celebrating his win and world leaders congratulating him on his re-election.",1,0,0
76,What is the megapixel in main camera on the iPhone 14 Pro?,['48'],0.8,"The main camera on the iPhone 14 Pro has a 48 megapixel sensor, according to the information provided in Doc 5.",1,0,0
77,How much does it cost to rent a tool kit for Apple device repairs?,['49'],0.8,"According to the documents, it costs $49 to rent an Apple repair toolkit. This can be inferred from Doc 4, which states ""We ordered Apple's $1200 iPhone repair toolkit, which you can rent for $49, so we could kick the tires.""",1,0,0
78,Where will the 2022 Met Gala take place?,['Metropolitan Museum of Art'],0.8,The 2022 Met Gala will take place at the Metropolitan Museum of Art.,1,0,0
79,Who won the Champions League in the 2022-2023 season?,['Manchester City'],0.8,"According to the documents provided, Manchester City won the 2022/23 UEFA Champions League. This is explicitly stated in Doc 1, which mentions ""Man City win 2022/23 Champions League Manchester City beat Inter on Saturday night to win the UEFA Champions League for the first time in their history and complete an iconic treble.""",1,0,0
80,Which teams are playing in the 2021-22 NBA Finals?,"['Golden State Warriors', 'Boston Celtics']",0.8,"The teams playing in the 2021-22 NBA Finals were the Golden State Warriors and the Boston Celtics. The document states ""The Golden State Warriors defeated the Boston Celtics 4–2 to win the 2021–22 NBA Finals.""",1,0,0
81,What is the prize money for the Squid Game-inspired reality competition?,['4.56 million'],0.8,The prize money for the Squid Game-inspired reality competition is $4.56 million.,1,0,0
82,When was Overwatch 2 released?,"['October 4 2022', 'Oct 4, 2022', 'Oct. 4, 2022', 'October 4, 2022', '4 October 2022', '4 Oct, 2022', '4 Oct., 2022', '4 October, 2022']",0.8,"Overwatch 2 was released on October 4, 2023. This information can be found in Document 4, which states, ""Attention all heroes of Overwatch! Overwatch 2 is releasing on October 4 as an always-on, free-to-play experience.""",0,0,0
83,Who won the 2022 Tour de France?,['Jonas Vingegaard'],0.8,"The 2022 Tour de France was won by Denmark's Jonas Vingegaard (Jumbo-Visma). This information can be found in Document 3, which states ""Denmark's Jonas Vingegaard (Jumbo-Visma) won the yellow jersey as the overall winner of the 2022 Tour de France.""",1,0,0
84,How much was Apple's revenue in Q3? 2022,"['83 billion', '83.0 billion']",0.8,"According to the documents, Apple's revenue in Q3 2022 was $83.0 billion.",1,0,0
85,Who won the 2022 Atlanta Open?,['Alex de Minaur'],0.8,Alex de Minaur won the 2022 Atlanta Open. He defeated American Jenson Brooksby in the final with scores of 6-3 and 6-3 on Sunday (local time).,1,0,0
86,What was the revenue of AWS in Q2 2022?,['19.7 billion'],0.8,"According to the documents, AWS generated $19.7 billion in net sales for Q2 2022.",1,0,0
87,when was xenoblade chronicles 3 released?,"['July 29', 'Jul 29', 'Jul. 29', '29 July', '29 Jul', '29 Jul.']",0.8,"Xenoblade Chronicles 3 was released on July 29, 2023.",1,0,0
88,"What is the name of the horse in the movie ""Nope""?",['Ghost'],0.8,"The document does not explicitly state the name of the specific horse in the movie ""Nope."" However, it mentions that the horses are essential to the Heywood family's livelihood and legacy, and refers to a horse named Ghost who rang the initial alarm by bolting away. Without more specific information, we can only conclude that one of the horses in the movie is named Ghost.",1,0,0
89,When did Neal Lemlein pass away?,"['July 22 2022', 'Jul 22, 2022', 'Jul. 22, 2022', 'July 22, 2022', '22 July 2022', '22 Jul, 2022', '22 Jul., 2022', '22 July, 2022']",0.8,"Neal Lemlein passed away on July 22, 2022, in Aurora, Colorado, due to kidney cancer.",1,0,0
90,Who is the lead actor in the film Carter?,['Joo Won'],0.8,"Based on the information provided in the documents, the lead actor in the film Carter is Joo Won. This can be inferred from the reviews mentioning Joo Won's performance, such as the one from YTN's Kang Nae-ri praising his splendid action performance and digesting the title role.",1,0,0
91,When was BlenderBot 3 released?,"['August 5', 'Aug 5', 'Aug. 5', '5 August', '5 Aug', '5 Aug.']",0.8,"Based on the information provided in the documents, BlenderBot 3 was released on August 5, 2022. This date is explicitly mentioned in Doc 5.",1,0,0
92,which company invented BlenderBot 3?,['Meta'],0.8,"Meta invented BlenderBot 3. This can be inferred from Document 1, which mentions that ""Meta’s AI research labs have created a new state-of-the-art chatbot and are letting members of the public talk to the system in order to collect feedback on its capabilities.""",1,0,0
93,When was ChatGPT released?,"['November 30 2022', 'Nov 30, 2022', 'Nov. 30, 2022', 'November 30, 2022', '30 November 2022', '30 Nov, 2022', '30 Nov., 2022', '30 November, 2022']",0.8,"ChatGPT was introduced by OpenAI using GPT-3.5 as a part of a free research preview on November 30, 2022.",1,0,0
94,When was GPT4 released?,"['March 14 2023', 'Mar 14, 2023', 'Mar. 14, 2023', 'March 14, 2023', '14 March 2023', '14 Mar, 2023', '14 Mar., 2023', '14 March, 2023']",0.8,"GPT-4 was released on March 14, 2023.",1,0,0
95,How much did Amazon agree to pay to acquire iRobot?,['1.7 billion'],0.8,"Amazon agreed to acquire iRobot for approximately $1.7 billion, with the purchase price being $61 per share.",1,0,0
96,What is the location of the Major League Baseball Field of Dreams Game 2022?,"['Dyersville, Iowa']",0.8,"The location of the Major League Baseball Field of Dreams Game 2022 is in Dyersville, Iowa. This information is consistent across multiple documents provided, though only explicitly stated in Doc 2.",1,0,0
97,When did Microsoft release Windows 11 22H2?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.8,"Microsoft released Windows 11 22H2 on September 20, 2022.",1,0,0
98,When did AMD unveil Ryzen 7000 processors?,"['August 29', 'Aug 29', 'Aug. 29', '29 August', '29 Aug', '29 Aug.']",0.8,"AMD unveiled the Ryzen 7000 processors on August 29th at 7PM in a YouTube livestream. This information is derived from Document 5, which states, ""The company has announced that it will unveil the new CPU line in a YouTube livestream on August 29th at 7PM.""",1,0,0
99,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,['Konnor McClain'],0.8,"Based on the information provided in the documents, Konnor McClain won her first U.S. gymnastics national championship, rallying past Shilese Jones in the finals to complete the title. However, the specific mention of the U.S. all-around title is not directly stated. Given the context and the nature of the gymnastics competition described, it can be inferred that winning the national championship typically involves winning the all-around title or a similar comprehensive competition score. Therefore, while the documents do not explicitly state that McClain won the all-around title, it is reasonable to conclude that she won a title that likely includes the all-around based on the structure of U.S. gymnastics nationals.",1,0,0
100,What is the new price of Tesla's Full-Self Driving (FSD) software?,"['$15,000']",0.8,"According to Document 4, the new price of Tesla's Full Self-Driving (FSD) software is $15,000.",1,0,0
101,What is the date of the premiere of House of the Dragon?,"['August 21', 'Aug 21', 'Aug. 21', '21 August', '21 Aug', '21 Aug.']",0.8,"The premiere date of House of the Dragon is August 21, 2022.",1,0,0
102,When is the release date for Sony's PlayStation VR2 headset?,"['February 22', 'Feb 22', 'Feb. 22', '22 February', '22 Feb', '22 Feb.']",0.8,"The release date for Sony's PlayStation VR2 headset is 22 February 2023, as mentioned in Document 2.",1,0,0
103,What is the new venture launched by Tiger Woods and Rory McIlroy?,['TMRW Sports'],0.8,"The new venture launched by Tiger Woods and Rory McIlroy is TMRW Sports, a sports entertainment company. This was founded along with sports media executive Mike McCarley and was officially launched in August. The company has backing from a variety of investors including former NBC Sports chairman Dick Ebersol, Connect Ventures (a joint venture between talent agency CAA and VC firm NEA), and 25madison (a VC firm backed by Apollo Global Management).",1,0,0
104,Which company recently acquired Super.tech?,['ColdQuanta'],0.8,"There are factual errors in the provided documents. The documents do not mention any acquisition of Super.tech by another company. Instead, they discuss various acquisitions by different companies such as AMD acquiring Xilinx, Diageo acquiring Balcones Distilling, and UFP Industries acquiring Fire Retardant Chemical Technologies, LLC.",0,0,1
105,Who is the Heisman Trophy winner in 2022?,['Caleb Williams'],0.8,The Heisman Trophy winner in 2022 is Caleb Williams from Southern California (USC). This information is directly stated in Document 1.,1,0,0
106,When does The Amazing Race Season 34 premiere?,"['September 21', 'Sep 21', 'Sep. 21', '21 September', '21 Sep', '21 Sep.', 'Sept 21', 'Sept. 21', '21 Sept', '21 Sept.']",0.8,"The Amazing Race Season 34 premiered on Wednesday, September 21 at 10/9c on CBS.",1,0,0
107,Who is the chairman of Toulouse and under whose ownership are they currently?,['Damien Comolli'],0.8,I can not answer the question because of the insufficient information in documents. The provided documents do not mention the chairman of Toulouse or the current ownership of Toulouse Football Club.,0,1,0
108,When will the TGL (Tech-Infused Golf League) season start?,"['January 2024', 'Jan 2024', 'Jan. 2024', 'January, 2024', 'Jan, 2024', 'Jan., 2024']",0.8,The TGL (Tech-Infused Golf League) season is scheduled to kick off in January 2024.,1,0,0
109,Who is the director of BioShock movie?,['Francis Lawrence'],0.8,The director of the BioShock movie is Francis Lawrence.,1,0,0
110,What is the premiere date of New Amsterdam Season 5?,"['September 20', 'Sep 20', 'Sep. 20', '20 September', '20 Sep', '20 Sep.', 'Sept 20', 'Sept. 20', '20 Sept', '20 Sept.']",0.8,"The premiere date of New Amsterdam Season 5 is September 20, 2022, at 10 p.m. EDT.",1,0,0
